#Position (bp)	mapping quality
2633811.0	46.010597630831256
7901432.0	40.10423200704651
1.3169053E7	35.47546383047752
1.8436674E7	46.43776456042071
2.3704295E7	41.28884044217449
2.8971916E7	39.42080075535637
3.4239537E7	47.572466287283675
3.9507158E7	46.94233546646266
4.4774779E7	46.245145901779864
5.00424E7	47.068995323657326
5.5310021E7	34.6786556654538
6.0577642E7	43.03561062186372
6.5845263E7	38.12605326486853
7.1112884E7	45.342791269955946
7.6380505E7	40.69778293722461
8.1648126E7	34.41894452484944
8.6915747E7	30.352448065658724
9.2183368E7	39.53039724863894
9.7450989E7	42.65886844911639
1.0271861E8	35.78246054166029
1.07986231E8	44.09617603568454
1.13253852E8	25.566608291067883
1.18521473E8	34.4694165414852
1.23789094E8	35.793056393757325
1.29056715E8	29.764257621011495
1.34324336E8	5.191138758493911
1.39591957E8	34.01517149032062
1.44859578E8	37.55644572107106
1.50127199E8	40.0821120286617
1.5539482E8	37.38522472007941
1.60662441E8	34.8228832551508
1.65930062E8	35.64384431045991
1.71197683E8	39.1913534467267
1.76465304E8	31.196591196491607
1.81732925E8	41.87367378382416
1.87000546E8	38.647431562601746
1.92268167E8	44.679965931897314
1.97535788E8	40.043323759281115
2.02803409E8	45.76781400070534
2.0807103E8	40.80670807607532
2.13338651E8	44.73499043367622
2.18606272E8	46.17245941704726
2.23873893E8	45.83417262179065
2.29141514E8	44.72002733419084
2.34409135E8	45.00478295411072
2.39676756E8	38.23198024324095
2.44944377E8	41.179848750634655
2.50211998E8	39.253508339420385
2.55479619E8	40.57836505031422
2.6074724E8	46.17602949574696
2.66014861E8	44.221716854296
2.71282482E8	40.92486031015792
2.76550103E8	46.33337880092948
2.81817724E8	46.486450760616734
2.87085345E8	36.20082819965333
2.92352966E8	45.7155257938551
2.97620587E8	48.15732544541027
3.02888208E8	47.63221024321151
3.06281868E8	40.30476090082161
3.089156785E8	47.5412866712356
3.1342345E8	46.55441751365367
3.18691071E8	43.35701627386929
3.23958692E8	45.752265655689726
3.29226313E8	45.575106528583085
3.34493934E8	41.51140197432703
3.39761555E8	45.13111140934249
3.45029176E8	39.95984761718682
3.50296797E8	42.31225839789858
3.55564418E8	45.01358838940062
3.60832039E8	37.037137960502
3.6609966E8	34.921014084656
3.71367281E8	23.207080209150593
3.76634902E8	38.52435644754914
3.81902523E8	27.678778478014845
3.87170144E8	15.958019407537902
3.92437765E8	20.976114605415834
3.97705386E8	29.92821771065914
4.02973007E8	5.365142011990812
4.08240628E8	24.906777587472472
4.13508249E8	29.485275887301892
4.1877587E8	29.509986796997318
4.24043491E8	32.97508469643978
4.29311112E8	17.67721127264225
4.34578733E8	38.04866468884246
4.39846354E8	38.78834337303924
4.45113975E8	24.048676046331284
4.50381596E8	30.535593110831336
4.55649217E8	31.944782498607385
4.60916838E8	23.892355943133715
4.66184459E8	1.962129984654024
4.7145208E8	40.05636708782982
4.76719701E8	39.38203761142902
4.81987322E8	20.145926504247324
4.87254943E8	33.421746294171264
4.92522564E8	43.85504977753507
4.97790185E8	44.90238395798934
5.03057806E8	46.18544654571968
5.08325427E8	40.47053208206134
5.13593048E8	33.79601091684427
5.18860669E8	47.45868439557058
5.2412829E8	44.362259586729515
5.29395911E8	38.38213885424996
5.34663532E8	20.847547261409478
5.39931153E8	35.58531861177265
5.45198774E8	40.509856508378896
5.49658289E8	45.447802985733965
5.522920995E8	47.962990455810555
5.55734016E8	46.29321164950371
5.61001637E8	46.82498712804077
5.66269258E8	46.216835379305316
5.71536879E8	37.54849735870512
5.768045E8	37.22500136821489
5.82072121E8	45.60559751609581
5.87339742E8	44.83398253868493
5.92607363E8	43.608333333333334
5.97874984E8	14.482415201102782
6.03142605E8	46.027155445812284
6.08410226E8	43.4687541812751
6.13677847E8	38.40659397049391
6.18945468E8	35.027825090103484
6.24213089E8	26.55980666205919
6.2948071E8	28.13111604356586
6.34748331E8	24.014573059010598
6.40015952E8	20.088716697756734
6.45283573E8	14.268435771991422
6.50551194E8	30.656198517845628
6.55818815E8	35.71071277991967
6.61086436E8	36.79587385192264
6.66354057E8	34.34942273236643
6.71621678E8	37.46649135123214
6.76889299E8	40.97751962533639
6.8215692E8	41.792960039911584
6.87424541E8	44.01941978916368
6.92692162E8	39.224932452797404
6.97959783E8	47.54185943733873
7.03227404E8	41.289095682075136
7.08495025E8	45.19229047386544
7.13762646E8	48.23592623175394
7.19030267E8	47.957699328067335
7.24297888E8	45.943122746203464
7.29565509E8	44.85523988635236
7.3483313E8	46.20659142395395
7.40100751E8	45.81505291333723
7.45368372E8	43.983190972826115
7.50635993E8	40.60274571185346
7.55903614E8	46.92444719698924
7.61171235E8	45.99691602686901
7.66438856E8	47.15045475537636
7.71706477E8	44.880025599707125
7.76974098E8	45.4226085821809
7.82241719E8	46.694764799893505
7.860136785E8	42.418347190599896
7.88647489E8	46.45525670726688
7.92776961E8	47.43578777827351
7.98044582E8	40.49203672793655
8.03312203E8	37.684975506677226
8.08579824E8	43.57011729101959
8.13847445E8	41.43006365942209
8.19115066E8	45.57123874932225
8.24382687E8	44.93749020259467
8.29650308E8	43.505453918392696
8.34917929E8	31.991097025261066
8.4018555E8	41.32240083972774
8.45453171E8	34.08277269444449
8.50720792E8	32.30025598353151
8.55988413E8	37.362953405420065
8.61256034E8	37.793524643210134
8.66523655E8	34.88065652365344
8.71791276E8	35.341714540590985
8.77058897E8	25.966184936194196
8.82326518E8	27.20463613608974
8.87594139E8	26.648981407375967
8.9286176E8	32.532238390885915
8.98129381E8	4.213931997273574
9.03397002E8	6.701860961717104
9.08664623E8	28.271308509729067
9.13932244E8	38.27635485767318
9.19199865E8	43.47940165338668
9.24467486E8	36.544825160242254
9.29735107E8	25.966036161646706
9.35002728E8	37.47863540457179
9.40270349E8	42.76618158824492
9.4553797E8	33.6820101858314
9.50805591E8	43.60845875940518
9.56073212E8	41.47133006516122
9.61340833E8	46.31064742740283
9.66608454E8	45.517065795046015
9.71876075E8	44.78336641838962
9.77143696E8	45.41309668688923
9.82411317E8	40.060095372966096
9.87678938E8	45.55886015561927
9.92946559E8	43.93479323763192
9.9821418E8	36.66090331891262
1.003481801E9	37.929146978577634
1.008749422E9	40.82791981700054
1.014017043E9	39.818233284164535
1.019284664E9	28.309380901965962
1.024552285E9	44.185066546886986
1.029819906E9	46.11074047549494
1.0333000745E9	43.781525106913676
1.035933885E9	46.94697887030725
1.040355148E9	46.582858093364145
1.045622769E9	44.91510387253858
1.05089039E9	44.9997991855175
1.056158011E9	41.00009270899047
1.061425632E9	42.5455413288678
1.066693253E9	43.135796976120716
1.071960874E9	41.10050866587163
1.077228495E9	47.553886280729515
1.082496116E9	42.449882174785564
1.087763737E9	39.535855689538806
1.093031358E9	40.649397144962556
1.098298979E9	44.774764903808574
1.1035666E9	41.729395653495935
1.108834221E9	42.843900218141236
1.114101842E9	41.462385228285754
1.119369463E9	42.05734419471378
1.124637084E9	40.677464945575544
1.129904705E9	41.3627225198581
1.135172326E9	39.58495574877526
1.140439947E9	23.183008631254733
1.145707568E9	15.518772384799721
1.150975189E9	33.0151890223729
1.15624281E9	27.67107815222233
1.161510431E9	35.98028336525739
1.166778052E9	41.31872802111707
1.172045673E9	30.762761023758742
1.177313294E9	29.187185812236436
1.182580915E9	38.594347248856764
1.187848536E9	33.11696691981304
1.193116157E9	32.53148089954179
1.198383778E9	42.26386238621996
1.203651399E9	37.010021083869105
1.20891902E9	48.83301448881799
1.214186641E9	43.818411860730336
1.219454262E9	45.4441921126525
1.224721883E9	43.35194458281769
1.229989504E9	45.051754053607155
1.235257125E9	48.83272231943928
1.240524746E9	48.545818946816475
1.245792367E9	47.851444830948296
1.251059988E9	29.140221245708116
1.2558712355E9	48.39157740035967
1.258505046E9	41.40133128183959
1.26159523E9	40.979076890589724
1.266862851E9	42.39332036010165
1.272130472E9	0.27837748728398215
1.277398093E9	35.92956503254797
1.282665714E9	1.1450707232201125
1.287933335E9	46.66806266510932
1.293200956E9	34.53092416622212
1.298468577E9	33.48401345865743
1.303736198E9	37.185600789657414
1.309003819E9	21.745639026768256
1.31427144E9	25.617983901170774
1.319539061E9	27.545167984732945
1.324806682E9	40.55543620799863
1.330074303E9	26.34071174262562
1.335341924E9	35.17289768966175
1.340609545E9	25.22090154945024
1.345877166E9	39.304338747641
1.351144787E9	41.39147652099123
1.356412408E9	41.75834827076909
1.361680029E9	40.68001064984684
1.36694765E9	39.88630042177492
1.372215271E9	37.742032928226884
1.377482892E9	38.136473606037086
1.382750513E9	45.57246721687688
1.388018134E9	43.215160266912875
1.393285755E9	45.28754694393106
1.398553376E9	39.3023727857325
1.403820997E9	44.436067223689804
1.409088618E9	49.7449902145404
1.414356239E9	43.31768177899059
1.41962386E9	48.48403835086691
1.424891481E9	48.04031655300977
1.429803567E9	45.03961262938728
1.4324373775E9	42.92537448063187
1.435426723E9	46.246793051473595
1.440694344E9	48.90009047638257
1.445961965E9	42.849545159253076
1.451229586E9	36.561021343555105
1.456497207E9	38.75202574457781
1.461764828E9	39.826596676121035
1.467032449E9	40.58214123639731
1.47230007E9	42.779880470554836
1.477567691E9	5.25855188706286
1.482835312E9	35.56471456099721
1.488102933E9	25.55314095461859
1.493370554E9	19.02375266249274
1.498638175E9	21.07648946169253
1.503905796E9	34.18230195138356
1.509173417E9	37.7698526766489
1.514441038E9	29.488492021625216
1.519708659E9	38.67941956204187
1.52497628E9	29.53372807364096
1.530243901E9	37.00114489924225
1.535511522E9	41.79370942022726
1.540779143E9	43.01714654029547
1.546046764E9	46.69670324483232
1.551314385E9	35.27190042821685
1.556582006E9	41.13332324728894
1.561849627E9	44.46505079248602
1.567117248E9	46.65508589968555
1.572384869E9	43.10121292529687
1.57765249E9	44.10890448249764
1.582920111E9	46.95322429292772
1.588187732E9	42.33584512463216
1.593455353E9	48.894746611128355
1.598722974E9	49.64309705317646
1.603990595E9	48.39599391855672
1.609258216E9	45.969402755737086
1.6131777055E9	45.048129877947154
1.615811516E9	44.39626749803014
1.619793458E9	45.020113418940404
1.625061079E9	39.252953067732186
1.6303287E9	46.745556088871524
1.635596321E9	39.08213904570764
1.640863942E9	37.35334398435582
1.646131563E9	37.11294243272398
1.651399184E9	40.00284922177064
1.656666805E9	38.080752677014
1.661934426E9	29.73407124761355
1.667202047E9	37.08356027910124
1.672469668E9	37.670370953742214
1.677737289E9	34.01093517844625
1.68300491E9	37.68043015630923
1.688272531E9	40.12987361161812
1.693540152E9	40.224196546056845
1.698807773E9	36.39667276651796
1.704075394E9	32.320551225475974
1.709343015E9	36.41479548983528
1.714610636E9	30.09484017556862
1.719878257E9	41.596489343388605
1.725145878E9	41.016843112714426
1.730413499E9	44.56824667516198
1.73568112E9	34.71618000776156
1.740948741E9	42.96505105097332
1.746216362E9	41.75466581032361
1.751483983E9	45.302955689369405
1.756751604E9	38.849328364351095
1.762019225E9	38.27774569711808
1.767286846E9	44.383098750468
1.772554467E9	45.12803192316469
1.777822088E9	44.335115787247275
1.783089709E9	37.58849979097863
1.78835733E9	47.173519611370665
1.793288581E9	46.324557763386075
1.7959223915E9	40.96189328352558
1.798892572E9	30.16837388858317
1.804160193E9	36.80429491646079
1.809427814E9	45.19482060596563
1.814695435E9	43.542179507421835
1.819963056E9	46.84069002585637
1.825230677E9	38.360083462480844
1.830498298E9	24.352212974256744
1.835765919E9	29.092190625856176
1.84103354E9	34.435810234326404
1.846301161E9	33.628940464668965
1.851568782E9	31.452958580522
1.856836403E9	11.961785198402582
1.862104024E9	37.74864380682827
1.867371645E9	23.430522980024246
1.872639266E9	32.497755550204396
1.877906887E9	39.76688058581038
1.883174508E9	37.04682483201123
1.888442129E9	22.54335059783969
1.89370975E9	45.5008145397458
1.898977371E9	38.61303791628219
1.904244992E9	39.03893878416412
1.909512613E9	38.15864137849632
1.914780234E9	39.15630051110088
1.920047855E9	45.992963806710435
1.925315476E9	42.34524711000632
1.930583097E9	43.13615247069551
1.935850718E9	46.72177027121176
1.941118339E9	46.75049047644383
1.94638596E9	43.83766515706188
1.951653581E9	49.064309879921126
1.9548215975E9	33.12824344122813
1.957455408E9	40.940935204183326
1.962188823E9	43.02292647710168
1.967456444E9	42.565515738332145
1.972724065E9	38.68371492976022
1.977991686E9	37.43002699631335
1.983259307E9	36.83809581936102
1.988526928E9	1.1095283345719844
1.993794549E9	32.59906540523402
1.99906217E9	23.076143631613075
2.004329791E9	3.1224629335272387
2.009597412E9	30.39458302367022
2.014865033E9	37.46558814526563
2.020132654E9	42.8275888230029
2.025400275E9	35.01829027280193
2.030667896E9	46.298794233010724
2.035935517E9	40.19089907697002
2.041203138E9	42.63698303676733
2.046470759E9	33.831174559334016
2.05173838E9	32.26652286650845
2.057006001E9	24.569553822854854
2.062273622E9	42.9344475139477
2.067541243E9	41.89507818745354
2.072808864E9	35.656744547540114
2.078076485E9	36.61419720047744
2.083344106E9	39.36579685585253
2.088611727E9	43.23928308518693
2.093879348E9	44.21792830799438
2.099146969E9	41.28079057523651
2.1040594485E9	43.204241353646076
2.1064083095E9	3.2579795296806675
2.1067633165E9	15.226124197960594
